agno,fecha_bbdd,codigo_bbdd,grado,rbd,dvrbd,nom_rbd,cod_reg_rbd,nom_reg_rbd,cod_pro_rbd,nom_pro_rbd,cod_deprov_rbd,cod_com_rbd,nom_com_rbd,nom_deprov_rbd,cod_depe1,cod_depe2,cod_grupo,cod_rural_rbd,nalu_lect4b_rbd,nalu_mate4b_rbd,prom_lect4b_rbd,prom_mate4b_rbd,dif_lect4b_rbd,dif_mate4b_rbd,difgru_lect4b_rbd,difgru_mate4b_rbd,sigdif_lect4b_rbd,sigdif_mate4b_rbd,siggru_lect4b_rbd,siggru_mate4b_rbd,marca_lect4b_rbd,marca_mate4b_rbd,marcadif_lect4b_rbd,marcadif_mate4b_rbd,palu_eda_ins_lect4b_rbd,palu_eda_ele_lect4b_rbd,palu_eda_ade_lect4b_rbd,palu_eda_ins_mate4b_rbd,palu_eda_ele_mate4b_rbd,palu_eda_ade_mate4b_rbd,noaplica
2015,20170208,final20170208v1,4b,5,1,JOVINA NARANJO FERNANDEZ,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio,Urbano,24,24,296,264,22,2,30,3,Positiva y significativa,No significativa,Positiva y significativa,No significativa,,,,,4.2,41.7,54.2,29.2,62.5,8.3,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,31,30,252,240,-3,1,1,-5,No significativa,No significativa,No significativa,No significativa,,,,,45.2,19.4,35.5,46.7,50,3.3,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,9,4,ESCUELA REPUBLICA DE ISRAEL,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio,Urbano,133,133,273,259,12,9,7,-2,Positiva y significativa,No significativa,Positiva y significativa,No significativa,,,,,25.6,28.6,45.9,34.6,45.9,19.5,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,10,8,ESCUELA REPUBLICA DE FRANCIA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio,Urbano,19,19,298,284,64,77,32,23,Positiva y significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,5.3,36.8,57.9,15.8,42.1,42.1,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,11,6,ESC. GRAL. PEDRO LAGOS MARCHANT,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Urbano,28,26,243,248,-41,-22,-2,14,Negativa y significativa,Negativa y significativa,No significativa,Positiva y significativa,,,,,57.1,21.4,21.4,46.2,42.3,11.5,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,12,4,ESCUELA GRAL JOSE MIGUEL CARRERA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,33,34,300,297,11,29,49,52,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,15.2,24.2,60.6,8.8,35.3,55.9,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,13,2,ESCUELA MANUEL RODRIGUEZ ERDOYZA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,14,14,260,263,-17,4,9,18,No significativa,No significativa,No significativa,Positiva y significativa,,,,,28.6,50,21.4,35.7,35.7,28.6,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,14,0,ESCUELA ROMULO J. PENA MATURANA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,18,18,232,226,0,19,-19,-19,No significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,61.1,27.8,11.1,77.8,16.7,5.6,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,15,9,LICEO ARTISTICO DR. JUAN NOE CREVANI,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,17,16,259,245,,,8,0,,,No significativa,No significativa,,,Evaluación actual no permite comparar,Evaluación actual no permite comparar,23.5,52.9,23.5,37.5,50,12.5,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,16,7,ESCUELA REGIMIENTO RANCAGUA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,21,23,229,226,-10,2,-22,-19,No significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,61.9,19,19,69.6,21.7,8.7,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,17,5,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,22,23,239,216,-1,-4,-12,-29,No significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,59.1,22.7,18.2,78.3,21.7,0,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,18,3,ESC. COMTE. JUAN JOSE SAN MARTIN,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,42,42,236,231,-4,3,-15,-14,No significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,61.9,28.6,9.5,61.9,31,7.1,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,19,1,ESC. HUMBERTO VALENZUELA GARCIA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,28,31,242,244,-18,-11,-9,-1,Negativa y significativa,No significativa,Negativa y significativa,No significativa,,,,,53.6,28.6,17.9,48.4,35.5,16.1,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,20,5,ESCUELA TUCAPEL,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,39,39,249,227,-23,-24,-2,-18,Negativa y significativa,Negativa y significativa,No significativa,Negativa y significativa,,,,,33.3,51.3,15.4,66.7,33.3,0,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,22,1,ESCUELA GABRIELA MISTRAL,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio,Urbano,87,83,248,236,8,0,-18,-25,No significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,41.4,26.4,32.2,60.2,33.7,6,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,25,6,COLEGIO CENTENARIO DE ARICA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,30,32,254,252,12,36,3,7,No significativa,Positiva y significativa,No significativa,No significativa,,,,,46.7,23.3,30,43.8,34.4,21.9,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,26,4,ESCUELA REPUBLICA DE ARGENTINA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,12,13,294,272,16,-1,43,27,No significativa,No significativa,Positiva y significativa,Positiva y significativa,,,,,8.3,33.3,58.3,38.5,15.4,46.2,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,27,2,ESCUELA ESMERALDA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,19,21,266,261,-2,21,15,16,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,26.3,26.3,47.4,42.9,33.3,23.8,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,28,0,ESCUELA RICARDO SILVA ARRIAGADA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio,Urbano,31,30,266,266,1,-17,0,5,No significativa,Negativa y significativa,No significativa,No significativa,,,,,25.8,41.9,32.3,30,40,30,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,29,9,ESCUELA AMERICA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Urbano,44,43,231,239,-14,-16,-20,-6,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,52.3,38.6,9.1,58.1,37.2,4.7,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,31,0,ESCUELA DARIO SALAS DIAZ,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Rural,35,35,266,277,5,-4,21,43,No significativa,No significativa,Positiva y significativa,Positiva y significativa,,,,,20,45.7,34.3,17.1,60,22.9,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Rural,34,33,243,259,7,30,-2,25,No significativa,Positiva y significativa,No significativa,Positiva y significativa,,,,,41.2,47.1,11.8,36.4,48.5,15.2,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,33,7,ESCUELA CARLOS CONDELL DE LA HAZA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Medio bajo,Rural,10,9,272,295,14,28,21,50,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,10,50,40,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,35,3,ESCUELA GRAL. MANUEL BAQUEDANO,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Rural,8,8,219,215,-24,-30,-26,-19,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,36,1,ESCUELA IGNACIO CARRERA PINTO,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Urbano,33,33,221,223,-31,-29,-24,-11,Negativa y significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,60.6,27.3,12.1,63.6,33.3,3,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,38,8,ESCUELA ESPAÑA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Rural,48,46,251,249,3,-8,6,15,No significativa,No significativa,Positiva y significativa,Positiva y significativa,,,,,39.6,33.3,27.1,43.5,45.7,10.9,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,39,6,ESCUELA PAMPA ALGODONAL,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Rural,5,5,223,206,,,,,,,,,,,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,41,8,ESCUELA VALLE DE CHACA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,42,6,ESCUELA MOLINOS LLUTA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Municipal DAEM,Municipal,Bajo,Rural,1,0,,,,,,,,,,,3,3,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,45,0,COLEGIO ITALIANO SANTA ANA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular subvencionado,Particular subvencionado,Medio,Urbano,66,67,299,291,9,33,33,30,No significativa,Positiva y significativa,Positiva y significativa,Positiva y significativa,,,,,12.1,24.2,63.6,16.4,37.3,46.3,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,50,7,COLEGIO ADVENTISTA DE ARICA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular subvencionado,Particular subvencionado,Medio,Urbano,39,39,279,290,2,-7,13,29,No significativa,No significativa,Positiva y significativa,Positiva y significativa,,,,,15.4,35.9,48.7,7.7,56.4,35.9,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,51,5,ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular subvencionado,Particular subvencionado,Medio bajo,Urbano,2,2,195,180,,,,,,,,,,,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,52,3,LICEO DOMINGO SANTA MARIA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular subvencionado,Particular subvencionado,Medio,Urbano,183,189,296,301,5,7,30,40,No significativa,No significativa,Positiva y significativa,Positiva y significativa,,,,,7.1,27.3,65.6,2.6,36.5,60.8,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,56,6,COLEGIO SAN MARCOS DE ARICA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,59,56,276,268,-1,10,-5,-9,No significativa,No significativa,No significativa,Negativa y significativa,,,,,18.6,33.9,47.5,32.1,41.1,26.8,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,59,0,COLEGIO SAN JORGE,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular pagado,Particular pagado,Alto,Urbano,41,42,301,303,1,17,1,3,No significativa,Positiva y significativa,No significativa,No significativa,,,,,0,31.7,68.3,2.4,40.5,57.1,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,60,4,COLEGIO ALEMAN DE ARICA,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,52,52,275,273,-4,11,-6,-4,No significativa,No significativa,No significativa,No significativa,,,,,26.9,32.7,40.4,26.9,42.3,30.8,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,67,1,ABRAHAM LINCOLN SCHOOL,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,46,45,283,299,-4,18,2,22,No significativa,Positiva y significativa,No significativa,Positiva y significativa,,,,,17.4,28.3,54.3,6.7,40,53.3,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,69,8,JUNIOR COLLEGE,15,ARICA Y PARINACOTA,1,ARICA,1,1,ARICA,ARICA,Particular pagado,Particular pagado,Alto,Urbano,27,28,319,302,16,4,19,2,Positiva y significativa,No significativa,Positiva y significativa,No significativa,,,,,0,14.8,85.2,3.6,35.7,60.7,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,70,1,ESCUELA VALLE DE ESQUINA,15,ARICA Y PARINACOTA,1,ARICA,1,2,CAMARONES,ARICA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,72,8,LICEO  VALLE DE CODPA,15,ARICA Y PARINACOTA,1,ARICA,1,2,CAMARONES,ARICA,Municipal DAEM,Municipal,Bajo,Rural,3,3,224,195,,,,,,,,,,,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,74,4,ESCUELA VALLE DE CAMARONES,15,ARICA Y PARINACOTA,1,ARICA,1,2,CAMARONES,ARICA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,75,2,ESCUELA VALLE DE GUANACAGUA,15,ARICA Y PARINACOTA,1,ARICA,1,2,CAMARONES,ARICA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,76,0,ESCUELA VALLE DE CUYA,15,ARICA Y PARINACOTA,1,ARICA,1,2,CAMARONES,ARICA,Municipal DAEM,Municipal,Bajo,Rural,1,2,,287,,,,,,,,,3,,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,78,7,LICEO GRANADEROS,15,ARICA Y PARINACOTA,2,PARINACOTA,2,4,PUTRE,PARINACOTA,Municipal DAEM,Municipal,Medio bajo,Rural,19,17,254,229,3,-31,3,-16,No significativa,Negativa y significativa,No significativa,Negativa y significativa,,,,,31.6,47.4,21.1,70.6,29.4,0,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,79,5,ESCUELA EL MARQUEZ,15,ARICA Y PARINACOTA,2,PARINACOTA,2,4,PUTRE,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,4,4,203,220,,,,,,,,,,,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,81,7,ESCUELA PAYACHATAS,15,ARICA Y PARINACOTA,2,PARINACOTA,2,4,PUTRE,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,82,5,ESCUELA SAN FRANCISCO DE ASIS,15,ARICA Y PARINACOTA,2,PARINACOTA,2,4,PUTRE,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,2,2,277,301,,,,,,,,,,,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,84,1,ESCUELA LOS ALAMOS,15,ARICA Y PARINACOTA,2,PARINACOTA,2,4,PUTRE,PARINACOTA,Municipal DAEM,Municipal,Alto,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,86,8,ESCUELA SAN SANTIAGO DE BELEN,15,ARICA Y PARINACOTA,2,PARINACOTA,2,4,PUTRE,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,90,6,ESCUELA INTERNADO VISVIRI,15,ARICA Y PARINACOTA,2,PARINACOTA,2,3,GENERAL LAGOS,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,2,2,162,148,,,,,,,,,,,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,91,4,ESCUELA COSAPILLA,15,ARICA Y PARINACOTA,2,PARINACOTA,2,3,GENERAL LAGOS,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,92,2,ESCUELA CHISLLUMA,15,ARICA Y PARINACOTA,2,PARINACOTA,2,3,GENERAL LAGOS,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,94,9,ESCUELA GUACOYO,15,ARICA Y PARINACOTA,2,PARINACOTA,2,3,GENERAL LAGOS,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,95,7,ESCUELA COLPITAS,15,ARICA Y PARINACOTA,2,PARINACOTA,2,3,GENERAL LAGOS,PARINACOTA,Municipal DAEM,Municipal,Bajo,Rural,1,1,,,,,,,,,,,3,3,Evaluación actual no permite comparar,Evaluación actual no permite comparar,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,103,1,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio,Urbano,33,33,240,222,27,26,-26,-39,Positiva y significativa,Positiva y significativa,Negativa y significativa,Negativa y significativa,,,,,48.5,27.3,24.2,69.7,27.3,3,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,110,4,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio,Urbano,61,60,257,232,13,-1,-9,-29,Positiva y significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,34.4,39.3,26.2,55,38.3,6.7,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,111,2,ESCUELA GABRIELA MISTRAL,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,43,45,248,238,-3,-3,-3,-7,No significativa,No significativa,No significativa,Negativa y significativa,,,,,37.2,41.9,20.9,46.7,48.9,4.4,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,112,0,ESCUELA EDUARDO LLANOS,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio,Urbano,44,41,256,243,-2,-14,-10,-18,No significativa,Negativa y significativa,Negativa y significativa,Negativa y significativa,,,,,45.5,22.7,31.8,41.5,48.8,9.8,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,113,9,ESCUELA ALMIRANTE PATRICIO LYNCH,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,73,73,248,216,11,-18,-3,-29,No significativa,Negativa y significativa,No significativa,Negativa y significativa,,,,,43.8,34.2,21.9,78.1,16.4,5.5,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,114,7,ESCUELA PLACIDO VILLARROEL,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,51,52,234,222,6,0,-17,-23,No significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,54.9,25.5,19.6,67.3,25,7.7,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,116,3,COLEGIO REPUBLICA DE CROACIA,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,52,53,242,236,9,9,-9,-9,No significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,50,30.8,19.2,50.9,34,15.1,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,117,1,ESCUELA PAULA JARAQUEMADA ALQUIZAR,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,19,23,261,245,20,17,10,0,Positiva y significativa,No significativa,No significativa,No significativa,,,,,31.6,36.8,31.6,56.5,26.1,17.4,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,119,8,ESCUELA CENTENARIO,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,33,33,250,240,0,23,-1,-5,No significativa,Positiva y significativa,No significativa,No significativa,,,,,45.5,30.3,24.2,54.5,36.4,9.1,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,122,8,ESCUELA THILDA PORTILLO OLIVARES,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio,Urbano,28,29,250,237,17,-5,-16,-24,Positiva y significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,42.9,32.1,25,58.6,31,10.3,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,123,6,COLEGIO ESPANA,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,28,25,228,212,-25,-8,-23,-33,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,,,,,67.9,14.3,17.9,84,16,0,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,125,2,ESCUELA PROFESOR MANUEL CASTRO RAMOS,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio,Urbano,82,82,263,256,30,36,-3,-5,Positiva y significativa,Positiva y significativa,No significativa,Negativa y significativa,,,,,28,40.2,31.7,34.1,50,15.9,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,126,0,COLEGIO REPUBLICA DE ITALIA,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Corporación Municipal,Municipal,Medio bajo,Urbano,49,49,262,239,22,23,11,-6,Positiva y significativa,Positiva y significativa,Positiva y significativa,No significativa,,,,,26.5,40.8,32.7,61.2,26.5,12.2,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,127,9,LICEO MARIA AUXILIADORA,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,65,67,303,275,5,-5,22,-2,No significativa,No significativa,Positiva y significativa,No significativa,,,,,3.1,23.1,73.8,17.9,52.2,29.9,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,129,5,LICEO SUPERIOR GABRIELA MISTRAL,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Particular subvencionado,Particular subvencionado,Medio,Urbano,2,2,244,222,,,,,,,,,,,Alumnos insuficientes,Alumnos insuficientes,,,,,,,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,130,9,COLEGIO NORTH COLLEGE,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Particular subvencionado,Particular subvencionado,Medio alto,Urbano,25,26,299,264,39,37,18,-13,Positiva y significativa,Positiva y significativa,Positiva y significativa,Negativa y significativa,,,,,8,24,68,23.1,57.7,19.2,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,131,7,LICEO PARTICULAR MIXTO ESCASCE,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Particular subvencionado,Particular subvencionado,Medio,Urbano,10,10,268,232,-5,-15,2,-29,No significativa,No significativa,No significativa,Negativa y significativa,,,,,40,20,40,50,50,0,Rbd y curso rinde Simce
2015,20170208,final20170208v1,4b,132,5,LICEO ACADEMIA IQUIQUE,1,TARAPACÁ,1,IQUIQUE,1,2,IQUIQUE,IQUIQUE,Particular subvencionado,Particular subvencionado,Alto,Urbano,111,110,286,285,-11,-6,-14,-15,Negativa y significativa,No significativa,Negativa y significativa,Negativa y significativa,2,2,Evaluación anterior no permite comparar,Evaluación anterior no permite comparar,15.3,29.7,55,12.7,51.8,35.5,Rbd y curso rinde Simce
